id,name,desc_short,desc
66,المَاجِدُ,الماجد: هو الذي له الكمال المتناهي والعز الباهي، له العز في الأوصاف والأفعال الذي يعامل العباد بالجود والرحمة.,"    الماجد فى اللغة بمعنى الكثير الخير الشريف المفضال
    والله الماجد من له الكمال المتناهى والعز الباهى
    الذى بعامل العباد بالكرم والحود
    والماجد تأكيد لمعنى الواجد أى الغنى المغنى
    واسم الماجد لم يرد فى القرآن الكريم
    ويقال أنه بمعنى المجيد إلا أن المجيد أبلغ
    وحظ العبد من الاسم أن يعامل الخلق بالصفح والعفو وسعة الأخلاق
"
67,الوَاحِدُ,الواحد: هو الفرد المتفرد في ذاته وصفائه وأفعاله، واحد في ملكه لا ينازعه أحد، لا شريك له سبحانه.,"    الواحد فى اللغة بمعنى الفرد الذى لم يزل وحده ولم يكن معه أحد
    والواحد بمعنى الأحد وليس للأحد جمع
    والله تعالى واحد لم يرضى بالوحدانية لأحد غيره
    والتوحيد ثلاثة : توحيد الحق سبحانه وتعالى لنفسه وتوحيد العبد للحق سبحانه
    وتوحيد الحق للعبد وهو أعطاؤه التوحيد وتوفيقه له
    والله واحد فى ذاته لا يتجزأ
    واحد فى صفاته لا يشبهه شىء وهو لا يشبه شىء
    وهو واحد فى أفعاله لا شريك له
"
68,الصَّمَدُ,الصمد: هو المطاع الذي لا يقضى دونه أمر، الذي يقصد إليه في الحوائج فهو مقصد عباده في مهمات دينهم ودنياهم.,"
    الصمد فى اللغة بمعنى القصد وأيضا بمعنى الذى لا جوف له
    والصمد فى وصف الله تعالى هو الذى صمدت اليه الأمور
    فلم يقض فيها غيره
    وهو صاحب الأغاثات عند الملمات وهو الذى يصمد اليه الحوائج ( أى يقصد ) .
    ومن اختاره الله ليكون مقصد عباده فى مهمات دينهم ودنياهم
    فقد أجرى على لسانه ويده حوائج خلقه فقد أنعم عليه بحظ من وصف هذا الاسم
    ومن أراد أن يتحلى بأخلاق الصمد فليقلل من الأكل والشرب ويترك فضول الكلام
    ويداوم على ذكر الصمد وهو فى الصيام فيصفو من الأكدار البشرية ويرجع الى البداية الروحانية
"
69,القَادِرُ,القادر: هو الذي يقدر على إيجاد المعدوم وإعدام الموجود على قدر ما تقتضي الحكمة، لا زائدا عليه ولا ناقصا عنه.,"    الفرق بين الاسمين أن المقتدر أبلغ من القادر
    وكل منهما يدل على القدرة
    والقدير والقادر من صفات الله عز وجل ويكونان من القدرة والمقتدر ابلغ
    ولم يعد اسم القدير ضمن الاسماء التسعة وتسعين ولكنه ورد فى آيات القرآن الكريم أكثر من ثلاثين مرة
    والله القادر الذى يقدر على أيجاد المعدوم وإعدام الموجود
    أما المقتدر فهو الذى يقدر على إصلاح الخلائق على وحه لا يقدر عليه غيره فضلا منه وإحسانا
"
70,المُقْتَدِرُ,المقتدر: هو الذي يقدر على إصلاح الخلائق على وجه لا يقدر عليه غيره.,"    الفرق بين الاسمين أن المقتدر أبلغ من القادر
    وكل منهما يدل على القدرة
    والقدير والقادر من صفات الله عز وجل ويكونان من القدرة والمقتدر ابلغ
    ولم يعد اسم القدير ضمن الاسماء التسعة وتسعين ولكنه ورد فى آيات القرآن الكريم أكثر من ثلاثين مرة
    والله القادر الذى يقدر على أيجاد المعدوم وإعدام الموجود
    أما المقتدر فهو الذى يقدر على إصلاح الخلائق على وحه لا يقدر عليه غيره فضلا منه وإحسانا
"
71,المُقَدِّمُ,المقدم: هو الذي يقدم الأشياء ويضعها في مواضعها، فمن استحق التقديم قدمه.,"
    المقدم لغويا بمعنى الذى يقدم الأشياء ويضعها فى موضعها
    والله تعالى هو المقدم الذى قدم الأحباء وعصمهم من معصيته
    وقدم رسول الله صلى الله عليه وسلم بدءا وختما
    وقدم أنبياءه وأولياءه بتقريبهم وهدايتهم
    أما المؤخر فهو الذى يؤخرالأشياء فيضعها فى مواضعها
    والمؤخر فى حق الله تعالى الذى يؤخر المشركين والعصاة ويضرب الحجاب بينه وبينهم ويؤخر العقوبة لهم لأنه الرؤوف الرحيم
    والنبى صلى الله عليه وسلم غفر له ما تقدم من ذنبه وما تأخر ومع ذلك لم يقصر فى عبادته
    فقيل له ألم يغفر الله لك ما تقدم من ذنبك وما تأخر ) فأجاب : ( أفلا أكون عبدا شكورا )
    واسماء المقدم والمؤخر لم يردا فى القرآن الكريم ولكنهما من المجمع عليهما
"
72,المُؤَخِّرُ,المؤخر: هو الذي يؤخر الأشياء فيضعها في مواضعها المؤخر لمن شاء من الفجار والكفار وكل من يستحق التأخير.,"
    المقدم لغويا بمعنى الذى يقدم الأشياء ويضعها فى موضعها
    والله تعالى هو المقدم الذى قدم الأحباء وعصمهم من معصيته
    وقدم رسول الله صلى الله عليه وسلم بدءا وختما
    وقدم أنبياءه وأولياءه بتقريبهم وهدايتهم
    أما المؤخر فهو الذى يؤخرالأشياء فيضعها فى مواضعها
    والمؤخر فى حق الله تعالى الذى يؤخر المشركين والعصاة ويضرب الحجاب بينه وبينهم ويؤخر العقوبة لهم لأنه الرؤوف الرحيم
    والنبى صلى الله عليه وسلم غفر له ما تقدم من ذنبه وما تأخر ومع ذلك لم يقصر فى عبادته
    فقيل له ألم يغفر الله لك ما تقدم من ذنبك وما تأخر ) فأجاب : ( أفلا أكون عبدا شكورا )
    واسماء المقدم والمؤخر لم يردا فى القرآن الكريم ولكنهما من المجمع عليهما
"
73,الأَوَّلُ,الأول: هو الذي لم يسبقه في الوجود شيء فهو أول قبل الوجود.,"
    الأول لغويا بمعنى الذى يترتب عليه غيره
    والله الأول بعنى الذى لم يسبقه فى الوجود شىء
    هو المستغنى بنفسه
    وهذه الأولية ليست بالزمان ولا بالمكان ولا بأى شىء فى حدود العقل أو محاط العلم
    ويقول بعض العلماء أن الله سبحانه ظاهر باطن فى كونه الأول أظهر من كل ظاهر لأن العقول تشهد بأن المحدث لها موجود متقدم عليها
    وهو الأول أبطن من كل باطن لأن عقلك وعلمك محدود بعقلك وعلمك فتكون الأولية خارجة عنه
    قال إعرابى للرسول عليه الصلاة والسلام : ( أين كان الله قبل الخلق ؟ ) فأجاب : ( كان الله ولا شىء معه ) فسأله الأعرابى : ( والأن )
    فرد النبى بقوله : ( هو الأن على ما كان عليه )
    أما الآخر فهو الباقى سبحانه بعد فناء خلقه الدائم بلا نهاية
    وعن رسول الله عليه الصلاة والسلام هذا الدعاء : يا كائن قبل أن يكون أى شىء
    والمكون لكل شىء
    والكائن بعدما لا يكون شىء
    أسألك بلحظة من لحظاتك الحافظات الغافرات الراجيات المنجيات
"
74,الآخِرُ,الآخر: هو الباقي بعد فناء خلقه، البقاء الأبدي يفنى الكل وله البقاء وحده، فليس بعده شيء.,"
    الأول لغويا بمعنى الذى يترتب عليه غيره
    والله الأول بعنى الذى لم يسبقه فى الوجود شىء
    هو المستغنى بنفسه
    وهذه الأولية ليست بالزمان ولا بالمكان ولا بأى شىء فى حدود العقل أو محاط العلم
    ويقول بعض العلماء أن الله سبحانه ظاهر باطن فى كونه الأول أظهر من كل ظاهر لأن العقول تشهد بأن المحدث لها موجود متقدم عليها
    وهو الأول أبطن من كل باطن لأن عقلك وعلمك محدود بعقلك وعلمك فتكون الأولية خارجة عنه
    قال إعرابى للرسول عليه الصلاة والسلام : ( أين كان الله قبل الخلق ؟ ) فأجاب : ( كان الله ولا شىء معه ) فسأله الأعرابى : ( والأن )
    فرد النبى بقوله : ( هو الأن على ما كان عليه )
    أما الآخر فهو الباقى سبحانه بعد فناء خلقه الدائم بلا نهاية
    وعن رسول الله عليه الصلاة والسلام هذا الدعاء : يا كائن قبل أن يكون أى شىء
    والمكون لكل شىء
    والكائن بعدما لا يكون شىء
    أسألك بلحظة من لحظاتك الحافظات الغافرات الراجيات المنجيات
"
75,الظَّاهِرُ,الظاهر: هو الذي ظهر فوق كل شيء وعلا عليه، الظاهر وجوده لكثرة دلائله.,"
    الظاهر لغويا بمعنى ظهور الشىء الخفى وبمعنى الغالب
    والله الظاهر لكثرة البراهين الظاهرة والدلائل على وجود إلهيته وثبوت ربوبيته وصحة وحدانيته
    والباطن سبحانه بمعنى المحتجب عن عيون خلقه
    وأن كنه حقيقته غير معلومة للخلق
    هو الظاهر بنعمته الباطن برحمته
    الظاهر بالقدرة على كل شىء والباطن العالم بحقيقة كل شىء
    ومن دعاء النبى صلى الله عليه وسلم : اللهم رب السموات ورب الأرض
    ورب العرش العظيم
    ربنا رب كل شىء
    فالق الحب و النوى
    منزل التوراة والإنجيل والقرآن
    أعوذ بك من شر كل دابة أنت أخذ بناصيتها
    اللهم أنت الأول فليس قبلك شىء
    وأنت الآخر فليس بعدك شىء
    وأنت الظاهر فليس فوقك شىء وأنت الباطن فليس دونك شىء أقض عنا الدين وأغننا من الفقر
"
76,البَاطِنُ,الباطن: هو العالم ببواطن الأمور وخفاياها، وهو أقرب إلينا من حبل الوريد.,"
    الظاهر لغويا بمعنى ظهور الشىء الخفى وبمعنى الغالب
    والله الظاهر لكثرة البراهين الظاهرة والدلائل على وجود إلهيته وثبوت ربوبيته وصحة وحدانيته
    والباطن سبحانه بمعنى المحتجب عن عيون خلقه
    وأن كنه حقيقته غير معلومة للخلق
    هو الظاهر بنعمته الباطن برحمته
    الظاهر بالقدرة على كل شىء والباطن العالم بحقيقة كل شىء
    ومن دعاء النبى صلى الله عليه وسلم : اللهم رب السموات ورب الأرض
    ورب العرش العظيم
    ربنا رب كل شىء
    فالق الحب و النوى
    منزل التوراة والإنجيل والقرآن
    أعوذ بك من شر كل دابة أنت أخذ بناصيتها
    اللهم أنت الأول فليس قبلك شىء
    وأنت الآخر فليس بعدك شىء
    وأنت الظاهر فليس فوقك شىء وأنت الباطن فليس دونك شىء أقض عنا الدين وأغننا من الفقر
"
77,الوَالِي,الوالي: هو المالك للأشياء المتصرف فيها بمشيئته وحكمته، ينفذ فيها أمره، ويجري عليها حكمه.,"
    الله الوالى هو المالك للأشياء
    المستولى عليها فهو المتفرد بتدبيرها أولا
    والمتكفل والمنفذ للتدبير ثانيا
    والقائم عليها بالإدانة والإبقاء ثالثا
    هو المتولى أمور خلقه بالتدبير والقدرة والفعل
    فهو سبحانهالمالك للأشياء المتكفل بها القائم عليها بالإبقاء والمتفرد بتدبيرها
    المتصرف بمشيئته فيها
    ويجرى عليهل حكمه
    فلا والى للأمور سواه
    واسم الوالى لم يرد فى القرآن ولكن مجمع عليه
"
78,المُتَعَالِ,المتعال: هو الذي جل عن إفك المفترين، وتنزه عن وساوس المتحيرين.,"    تقول اللغة يتعالى أى يترفع على
    الله المتعالى هو المتناهى فى علو ذاته عن جميع مخلوقاته
    المستغنى بوجوده عن جميع كائناته
    لم يخلق إلا بمحض الجود
    وتجلى أسمه الودود
    هو الغنى عن عبادة العابدين
    الذى يوصل خيره لجميع العاملين
    وقد ذكر اسم المتعالى فى القرآن مرة واحدة فى سورة الرعد : ( عالم الغيب والشهادة الكبير المتعال )
    وقد جاء فى الحديث الشريف ما يشعر بأستحباب الإكثار من ذكر اسم المتعال فقال : بئس عبد تخيل واختال
    ونسى الكبير المتعال
"
79,البَرُّ,البر: هو العطوف على عباده ببره ولطفه، ومن على السائلين بحسن عطائه، وهو الصدق فيما وعد.,"    البر فى اللغة بفتح الباء هو فاعل الخير والمحسن
    وبكسر الباء هو الإحسان والتقوى البر فى حقه تعالى هو فاعل البر والإحسان
    هو الذى يحسن على السائلين بحسن عطائه
    وينفضل على العابدين بجزيل جزائه
    لا يقطع تإحسان بسبب العصيان
    وهو الذى لا يصدر عنه القبيح
    وكل فعله مليح
    وهذا البر إما فى الدنيا أو فى الدين
    فى الدين بالإيمان والطاعة أو بإعطاء الثواب على كل ذلك
    وأما فى الدنيا فما قسم من الصحة والقوة والجاه والأولاد والأنصار وما هو خارج عن الحصر
"
80,التَّوَّابُ,التواب: هو الذي يوفق عباده للتوبة حتى يتوب عليهم ويقبل توبتهم فيقابل الدعاء بالعطاء، والتوبة بغفران الذنوب.,"
    التوبة لغويا بمعنى الرجوع ويقال تاب وأناب وآب
    فمن تاب لخوف العقوبة فهو صاحب توبة
    ومن تاب طمعا فى الثواب فهو صاحب إنابة
    ومن تاب مراعاة للأمر لا خوفا ولا طمعا فهو صاحب أوبة والتواب فى حق الله تعالى هو الذى يتوب على عبده ويوفقه اليها وييسرها له
    ومالم يتب الله على العبد لا يتوب العبد
    فابتداء التوبة من الله تعالى بالحق وتمامها على العبد بالقبول
    فإن وقع العبد فى ذنب وعاد وتاب الى الله رحب به
    ومن زل بعد ذلك وأعتذر عفى عنه وغفر
    ولا يزال العبد توابا
    ولا يزال الرب غفارا
    وحظ العبد من هذا الاسم أن يقبل أعذار المخطئين أو المذنبين من رعاياه وأصدقائه مرة بعد أخرى
"
81,المُنْتَقِمُ,المنتقم: هو الذي يقسم ظهور الطغاة، ويشدد العقوبة على العصاة، وذلك بعد الإعذار والإنذار.,"    النقمة هى العقوبة
    والله المنتقم الذى يقسم ظهور الكغاة ويشدد العقوبة على العصاة وذلك بعد الإنذار بعد التمكين والإمهال
    فإنه إذا عوجل بالعقوبة لم يمعن فى المعصية فلم يستوجب غاية النكال فى العقوبة
    والله يغضب فى حق خلقه بما لا يغضب فى حق نفسه
    فينتقم لعباده بما لا ينتقم لنفسه فى خاص حقه
    فإنه إن عرفت أنه كريم رحيم فأعرف أنه منتقم شديد عظيم
    وعن الفضل أنه قال : من خاف الله دله الخوف على كل خير
"
82,العَفُوُّ,العفو: هو الذي يترك المؤاخدة على الذنوب ولا يذكرك بالعيوب فهو يمحو السيئات ويتجاوز عن المعاصي.,"
    العفو له معنيان الأول : هو المحو والإزالة
    و العفو فى حق الله تعالى عبارة عن إزالة أثار الذنوب كلية فيمحوها من ديوان الكرام الكاتبين
    ولا يطالبه بها يوم القيامة وينسيها من قلوبهم كيلا يخجلوا عند تذكرها ويثبت مكان كل سيئة حسنة
    المعنى الثانى : هو الفضل أى هو الذى يعطى الكثير
    وفى الحديث : ( سلوا الله العفو و العافية ) والعافية هنا دفاع الله عن العبد
    والمعافاة أن يعافيك الله من الناس ويعافيهم منك أى يغنيك عنهم ويغنيهم عنك
    وبذلك صرف أذاك عنهم وأذاهم عن وحظ العبد من الاسم أن يعفو عمن أساء إليه أو ظلمه وأن يحسن الى من أساء اليه
"
83,الرَّءُوفُ,الرؤوف: هو المتعطف على المذنبين بالتوبة، الذي جاد بلطفه ومن بتعطفه، يستر العيوب ثم يعفو عنها.,"
    الرؤوف فى اللغة هى الشديد الرحمة
    والرأفة هى هى نهاية الرحمة
    و الروؤف فى أسماء الله تعالى هو المتعطف على المذنبين بالتوبة وعلى أوليائه بالعصمة
    ومن رحمته بعباده أن يصونهم عن موجبات عقوبته وإن عصمته عن الزلة أبلغ فى باب الرحمن من غفرانه المعصية
    وكم من عبد يرثى له الخلق بما به من الضر والفاقة وسوء الحال وهو فى الحقيقة فى نعمة تغبطه عليها الملائكة
    وقيل أن نبيا شكى الى الله تعالى الجوع والعرى والقمل
    فأوحى الله تعالى اليه : أما تعرف ما فعلت بك ؟ سددت عنك أبواب الشرك .
    ومن رحمته تعالى أن يصون العبد عن ملاحظة الأغيار فلا يرفع العبد حوائجه إلا إليه
    وقد قال رجل لبعض الصالحين ألك حاجة ؟ فقال : لا حاجة بى الى من لا يعلم حاجتى .
    والفرق بين اسم الروؤف والرحيم أنه تعالى قدم الرؤوف على الرحيم والرأفة على الرحمة .
    وحظ العبد من اسم الروؤف أن يكثر من ذكره حتى يصير عطوفا على الخاص والعام ذاكرا قول رسول الله صلى الله عليه وسلم :ارحموا من فى الأرض يرحمكم من فى السماء ,
    و من قطع رجاء من ارتجاه قطع الله رجاءه يوم القيامة فلن يلج الجنة
"
84,مَالِكُ المُلْكِ,مالك الملك: هو المتصرف في ملكه كيف يشاء لا راد لحكمه، ولا معقب لأمره.,"    من أسماء الله تعالى الملك والمالك والمليك
    ومالك الملك والملكوت
    مالك الملك هو المتصرف فى ملكه كيف يشاء ولا راد لحكمه
    ولا معقب لأمره
    والوجو كله من جميع مراتبه مملكة واحدة لمالك واحد هو الله تعالى
    هو الملك الحقيقى المتصرف بما شاء كيف شاء
    إيجادا وإعدتما
    إحياء وإماته
    تعذيبا وإثابة من غير مشارك ولا ممانع
    ومن أدب المؤمن مع اسم مالك الملك أن يكثر من ذكره وبذلك يغنيه الله عن الناس
    وروى عن سفيان بن عينه قال: بين أنا أطوف بالبيت إذ رأيت رجلا وقع فى قلبى أنه من عباد الله المخلصين فدنوت منه فقلت: هل تقول شيئا ينفعنى الله به؟ فلم يرد جواب
    ومشى فى طوافه
    فلما فرغ صلى خلف المقام ركعتين
    ثم دخل اللحجر فجلس
    فجلست اليه فقلت: هل تقول شيئا ينفعنى الله به؟ فقال: هل تدرون ما قال ربكم: أنا الحى الذى لا أموت هلموا أطيعونى أجعلكم ملوكا لا تزولون
    أنا الملك الذى إذا أردت شيئا قلت له كن فيكون
"
85,ذُو الجَلَالِ وَالإِكْرَامِ,ذو الجلال والإكرام: هو المنفرد بصفات الجلال والكمال والعظمة، المختص بالإكرام والكرامة وهو أهل لأن يجل.,"    ذو الجلال والأكرام إسم من أسماء الله الحسنى
    هو الذى لا جلال ولا كمال إلا وهو له
    ولا كرامة ولا مكرومة إلا وهى صادرة منه
    فالجلال له فى ذاته ةالكرامة فائضة منه على خلقه وفى تقديم لفظ الجلال على لفظ الإكرام سر
    وهو ان الجلال إشارة الى التنزيه وأما الإكرام فإضافة ولابد فيها من المضافين
    والإكرام قريب من معنى الإنعام إلا أنه أحص منه لأنه ينعم على من لا يكرم ولا يكرم غلا من ينعم عليه
    وقد قيل أن النبى صلى الله عليه وسلم كان مارا فى طريق إذ رأة إعرابيا يقول :
    ( اللهم إنى أسألك بإسمك الأعظم العظيم الحنان المنان مالك الملك ذو الجلال والإكرام )
    فقال النبى صلى الله عليه وسلم :( إنه دعى باسم الله الذى إذا دعى به أجاب وإذا سئل به أجاب )
    ومتى أكثر العبد من ذكره صار جليل القدر بين العوالم
    ومن عرف جلال الله تواضع له وتذلل
"
86,المُقْسِطُ,المقسط: هو العادل في حكمه، الذي ينتصف للمظلوم من الظالم، ثم يكمل عدله فيرضي الظالم بعد إرضاء المظلوم.,"
    اللغة تقول أقسط الأنسان إذا عدل
    وقسط إذا جار وظلم
    والمقسط فى حق الله تعالى هو العادل فى الأحكام
    الذى ينتصف للمظلوم من الظالم
    وكاله فى أن يضيف الى إرضاء المظلوم إرضاء الظالم وذلك غاية العدل والإنصاف ولا يقدر عليه إلا الله تعالى
    وقد روى عن رسول الله صلى الله عليه وسلم أنه قال فى الحديث بينما رسول الله جالس إذ ضحك حتى بدت ثناياه
    فقال عمر: بأبى أنت وأمى يارسول الله ما الذى أضحكك؟ قال: رجلان من أمتى جثيا بين يدى رب العزة فقال أحدهما ( ياربى خذ مظلمتى من هذا ) فقال الله عز وجل: رد على أخيك مظلمته
    فقال ( ياربى لم يبق من حسناتى شىء) فقال عز وجل للطالب: (كيف تصنع بأخيك ولم يبق من حسناته شىء؟) فقال ( ياربى فليحمل عنى أوزارى ) ثم فاضت عينا رسول الله بالبكاء
    وقال: ( إن ذلك ليوم عظيم يوم يحتاج الناس أن يحمل عنهم أوزارهم) قال فيقول الله عز جل _ أى للمتظلم _ ( أرفع بصرك فانظر فى الجنان )
    فقال (ياربى أرى مدائن من فضة وقصورا من ذهب مكللة بالؤلؤ
    لأى نبى هذا ؟ أو لأى صديق هذا؟ أو لأى شهيد هذا ؟ ) قال الله تعالى عز وجل ( لمن أعطى الثمن ) فقال ياربى ومن يملك ذلك؟ قال :أنت تملكه
    فقال: بماذا ياربى؟ فقال بعفوك عن أخيك فقال: ياربى قد عفوت عنه
    قال عز وجل: خذ بيد أخيك فأدخله الجنة
    ثم قال رسول الله صلى الله عليه وسلم
    أتقوا الله وأصلحوا ذات بينكم
    فإن الله يعدل بين المؤمنين يوم القيامة
"
87,الجَامِعُ,الجامع: هو الذي جمع الكمالات كلها، ذاتا ووصفا وفعلا، الذي يجمع بين الخلائق المتماثلة والمتباينة، والذي يجمع الأولين والآخرين.,"
    تقول اللغة إن الجمع هو ضم الشىؤ بتقريب بعضه من بعض ويوم الجمع هو يوم القيامة
    لأن الله يجمع فيه بين الأولين والأخرين من الأنس والجن
    وجميع أهل السماء والأرض وبين كل عبد وعمله
    وبين الظالم والمظلوم وبين كل نبى وأمته
    وبين ثواب أهل الطاعة وعقاب أهل المعصية
    الله الجامع لأنه جمع الكمالات كلها ذاتا ووصفا وفعلا
    والله الجامع والمؤلف بين المتماثلات والمتباينات والمتضادات
    والمتماثلات مثل جمعه الخلق الكثير من الأنس على ظهر الأرض وحشره إياهم فى صعيد القيامة
    وأما المتباينات فمثل جمعه بين السموات والأرض والكواكب
    والأرض والهواء والبحار وكل ذلك متباين الأشكال والألوان والطعوم والأوصاف
    وأما المتضادات فمثل جمعه بين الحرارة والبرودة والرطوبة واليبوسة
    والله الجامع قلوب أوليائه الى شهود تقديره ليتخلصوا من أسباب التفرقة
    ولينظروا الى الحادثات بعين التقدير إن كانت نعمة علموا أن الله تعالى معطيها
    وإن كانت بلية علموا أنه كاشفها
    الجامع من العباد هو من كملت معرفته وحسنت سيرته
    هو من لا يطفىء نور معرفته نور ورعه ومن جمع بين البصر والبصيرة
"
88,الغَنِيُّ,الغني: هو الذي لا يحتاج إلى شيء، وهو المستغني عن كل ما سواه، المفتقر إليه كل من عاداه.,"    تقول اللغة أن الغنى ضد الفقر
    والغنى عدم الحاجة وليس ذلك إلا لله تعالى
    هو المستغنى عن كل ما سواه
    المفتقر اليه كل ما عداه هو الغنى بذاته عن العالمين
    المتعالى عن جميع الخلائق فى كل زمن وحين الغنى عن العباد
    والمتفضل على الكل بمحض الوداد
"
89,المُغْنِيُّ,المغني: هو معطي الغنى لعباده، يغني من يشاء غناه، وهو الكافي لمن شاء من عباده.,"    الله المغنى الذى يغنى من يشاء غناه عمن سواه
    هو معطى الغنى لعباده
    ومغنى عباده بعضهم عن بعض
    فالمخلوق لا يملك لنفسه نفعا ولا ضرا فكيف يملك ذلك لغيره
    وهو المغنى لأوليائه من كنوز أنواره وحظ العبد من الاسم أن التخلق بالغنى يناسبه إظهار الفاقة والفقر اليه تعالى دائما وأبدا
    والتخلق بالمعنى أن تحسن السخاء والبذل لعباد الله تعالى
"
90,المَانِعُ,المعطي المانع: هو الذي أعطى كل شيء، ويمنع العطاء عن من يشاء ابتلاء أو حماية.,"    تقول اللغة أن المنع ضد الإعطاء
    وهى أيضا بمعنى الحماية
    الله تعالى المانع الذى يمنع البلاء حفظا وعناية
    ويمنع العطاء عمن يشاء أبتلاء أو حماية
    ويعطى الدنيا لمن يحب ومن لا يحب
    ولا يعطى الآخرة إلا لمن يحب
    سبحانه يغنى ويفقر
    ويسعد ويشقى
    ويعطى ويحرم
    ويمنح ويمنع فهو المعطى المانع
    وقد يكون باطن المنع العطاء
    قد يمنع العبد من كثرة الأموال ويعطيه الكمال والجمال
    فالمانع هو المعطى
    ففى باطن المنع عطاء وفى ظاهر العطاء بلاء
    هذا الاسم الكريم لم يرد فى القرآن الكريم ولكنه مجمع عليه فى روايات حديث الاسماء الحسنى وفى القرآن الكريم معنى المانع
    وفى حديث للبخارة :اللهم من منعت ممنوع
"
91,الضَّارُ,الضار: هو المقدر للضر على من أراد كيف أراد ذلك على مقتضى حكمته سبحانه.,"    تقول اللغة أن الضر ضد النفع
    والله جل جلاله هو الضار
    أى المقدر للضر لمن أراد كيف أراد
    هو وحده المسخر لأسباب الضر بلاء لتكفير الذنوب أو ابتلاء لرفع الدرجات
    فإن قدر ضررا فهو المصلحة الكبرى .
    الله سبحانه هو النافع الذى يصدر منه الخير والنفع فى الدنيا والدين
    فهو وحده المانح الصحة والغنى
    والسعادة والجاه والهداية والتقوى والضار النافع إسمان يدلان على تمام القدرة الإلهية
    فلا ضر ولا نفع ولا شر ولا خير إلا وهو بإرادة الله ولكن أدبنا مع ربنا يدعونا الى أن ننسب الشر الى أنفستا
    فلا تظن أن السم يقتل بنفسه وأن الطعام يشبع بنفسه بل الكل من أمر الله وبفعل الله
    والله قادر على سلب الأشياء خواصها فهو الذى يسلب الإحراق من النار
    كما قيل عن قصة إبراهيم ( قلنا يا نار كونى بردا وسلاما على إبراهيم )
    والضار النافع وصفان إما فى أحوال الدنيا فهو المغنى والمفقر
    وواهب الصحة لهذا والمرض لذاك
    وإما فى أحوال الدين فهو يهدى هذا ويضل ذاك
    ومن الخير للذاكر أن يجمع بين الأسمين معا فإليهما تنتهى كل الصفات وحظ العبد من الاسم أن يفوض الأمر كله لله وأن يستشعر دائما أن كل شىء منه واليه
"
92,النَّافِعُ,النافع: هو المقدر النفع والخير لمن أراد كيف أراد ذلك على مقتضى حكمته سبحانه.,"    تقول اللغة أن الضر ضد النفع
    والله جل جلاله هو الضار
    أى المقدر للضر لمن أراد كيف أراد
    هو وحده المسخر لأسباب الضر بلاء لتكفير الذنوب أو ابتلاء لرفع الدرجات
    فإن قدر ضررا فهو المصلحة الكبرى .
    الله سبحانه هو النافع الذى يصدر منه الخير والنفع فى الدنيا والدين
    فهو وحده المانح الصحة والغنى
    والسعادة والجاه والهداية والتقوى والضار النافع إسمان يدلان على تمام القدرة الإلهية
    فلا ضر ولا نفع ولا شر ولا خير إلا وهو بإرادة الله ولكن أدبنا مع ربنا يدعونا الى أن ننسب الشر الى أنفستا
    فلا تظن أن السم يقتل بنفسه وأن الطعام يشبع بنفسه بل الكل من أمر الله وبفعل الله
    والله قادر على سلب الأشياء خواصها فهو الذى يسلب الإحراق من النار
    كما قيل عن قصة إبراهيم ( قلنا يا نار كونى بردا وسلاما على إبراهيم )
    والضار النافع وصفان إما فى أحوال الدنيا فهو المغنى والمفقر
    وواهب الصحة لهذا والمرض لذاك
    وإما فى أحوال الدين فهو يهدى هذا ويضل ذاك
    ومن الخير للذاكر أن يجمع بين الأسمين معا فإليهما تنتهى كل الصفات وحظ العبد من الاسم أن يفوض الأمر كله لله وأن يستشعر دائما أن كل شىء منه واليه
"
93,النُّورُ,النور: هو الهادي الرشيد الذي يرشد بهدايته من يشاء فيبين له الحق، ويلهمه اتباعه، الظاهر في ذاته، المظهر لغيره.,"    تقول اللغة النور هو الضوء والسناء الذى يعين على الإبصار
    وذلك نوعان دنيوى وأخروى
    والدنيوى نوعان : محسوس بعين البصيرة كنور العقل ونور القرآن الكريم
    والأخر محسوس بعين البصر
    فمن النور الإلهى قوله تعالى ( قد جاءكم من الله نور وكتاب مبين ) ومن النور المحسوس قوله تعالى ( هو الذى جعل الشمس ضياء والقمر نور )
    والنور فى حق الله تعالى هو الظاهر فى نفسه بوجوده الذى لا يقبل العدم
    المظهر لغيره بإخراجه من ظلمة العدم الى نور الوجود
    هو الذى مد جميع جميع المخلوقات بالأنوار الحسية والمعنوية
    والله عز وجل يزيد قلب المؤمن نورا على نور يؤيده بنور البرهان
    ثم يؤيده بنور العرفان
    والنور المطلق هو الله بل هو نور الأنوار
    ويرى بعض العارفين أن اسم النور هو اسم الله الأعظم
"
